id,Humidity,Temperature,,,,,
964,64.8,29.9,,,,,
965,64.9,29.8,,,,,
966,64.9,29.8,,,,,
967,65,29.8,,,,,
968,0,0,,,,,
969,67.4,28.5,,,,,
970,68.9,28.7,,,,,
971,68.9,28.8,,,,,
972,68.9,28.9,,,,,
973,68.9,28.9,,,,,
974,68.8,29,,,,,
975,68.8,29,,,,,
976,0,0,,,,,
977,0,0,,,,,
978,0,0,,,,,
979,53.2,31.8,,,,,
980,55.2,31.2,,,,,
981,57.3,30.3,,,,,
982,57.7,30.2,,,,,
983,64.1,28.6,,,,,
984,64.6,28.5,,,,,
985,65.7,28.4,,,,,
986,66.1,28.3,,,,,
987,66.7,28.2,,,,,
988,68,28,,,,,
989,68.3,28,,,,,
990,69.2,27.8,,,,,
991,69.4,27.8,,,,,
992,70,27.6,,,,,
993,70.6,27.5,,,,,
994,70.7,27.5,,,,,
995,70.7,27.5,,,,,
996,70.8,27.5,,,,,
997,70.8,27.5,,,,,
998,71,27.4,,,,,
999,70.9,27.5,,,,,
1000,70.9,27.5,,,,,
1001,71,27.4,,,,,
1002,71,27.4,,,,,
1003,71,27.4,,,,,
1004,71.1,27.4,,,,,
1005,71.1,27.4,,,,,
1006,71.1,27.4,,,,,
1007,71.2,27.4,,,,,
1008,71.2,27.4,,,,,
1009,71.2,27.4,,,,,
1010,71.3,27.4,,,,,
1011,71.3,27.4,,,,,
1012,71.3,27.4,,,,,
1013,71.4,27.4,,,,,
1014,71.4,27.3,,,,,
1015,71.5,27.3,,,,,
1016,71.6,27.3,,,,,
1017,71.6,27.3,,,,,
1018,71.7,27.3,,,,,
1019,71.7,27.3,,,,,
1020,71.7,27.3,,,,,
1021,71.8,27.3,,,,,
1022,71.9,27.3,,,,,
1023,71.9,27.3,,,,,
1024,71.9,27.3,,,,,
1025,71.9,27.3,,,,,
1026,72,27.3,,,,,
1027,72.2,27.3,,,,,
1028,72.2,27.3,,,,,
1029,72.2,27.3,,,,,
1030,72.2,27.3,,,,,
1031,72.3,27.3,,,,,
1032,72.3,27.3,,,,,
1033,72.3,27.3,,,,,
1034,72.4,27.3,,,,,
1035,72.4,27.3,,,,,
1036,72.4,27.3,,,,,
1037,72.4,27.3,,,,,
1038,72.5,27.3,,,,,
1039,72.4,27.3,,,,,
1040,72.6,27.2,,,,,
1041,72.4,27.3,,,,,
1042,72.6,27.2,,,,,
1043,72.6,27.2,,,,,
1044,72.5,27.3,,,,,
1045,0,0,,,,,
1046,0,0,,,,,
1047,0,0,,,,,
1048,0,0,,,,,
1049,0,0,,,,,
1050,0,0,,,,,
1051,0,0,,,,,
1052,0,0,,,,,
1053,0,0,,,,,
1054,0,0,,,,,
1055,0,0,,,,,
1056,0,0,,,,,
1057,0,0,,,,,
1058,0,0,,,,,
1059,0,0,,,,,
1060,0,0,,,,,
1061,0,0,,,,,
1062,0,0,,,,,
1063,0,0,,,,,
1064,0,0,,,,,
1065,0,0,,,,,
1066,0,0,,,,,
1067,0,0,,,,,
1068,0,0,,,,,
1069,0,0,,,,,
1070,0,0,,,,,
1071,0,0,,,,,
1072,0,0,,,,,
1073,0,0,,,,,
1074,0,0,,,,,
1075,0,0,,,,,
1076,0,0,,,,,
1077,0,0,,,,,
1078,0,0,,,,,
1079,0,0,,,,,
1080,0,0,,,,,
1081,0,0,,,,,
1082,0,0,,,,,
1083,0,0,,,,,
1084,0,0,,,,,
1085,0,0,,,,,
1086,0,0,,,,,
1087,0,0,,,,,
1088,0,0,,,,,
1089,0,0,,,,,
1090,0,0,,,,,
1091,0,0,,,,,
1092,0,0,,,,,
1093,0,0,,,,,
1094,0,0,,,,,
1095,0,0,,,,,
1096,0,0,,,,,
1097,0,0,,,,,
1098,0,0,,,,,
1099,0,0,,,,,
1100,0,0,,,,,
1101,0,0,,,,,
1102,0,0,,,,,
1103,0,0,,,,,
1104,0,0,,,,,
1105,0,0,,,,,
1106,0,0,,,,,
1107,0,0,,,,,
1108,0,0,,,,,
1109,0,0,,,,,
1110,0,0,,,,,
1111,0,0,,,,,
1112,0,0,,,,,
1113,0,0,,,,,
1114,0,0,,,,,
1115,0,0,,,,,
1116,0,0,,,,,
1117,0,0,,,,,
1118,0,0,,,,,
1119,0,0,,,,,
1120,0,0,,,,,
1121,0,0,,,,,
1122,0,0,,,,,
1123,0,0,,,,,
1124,0,0,,,,,
1125,0,0,,,,,
1126,0,0,,,,,
1127,0,0,,,,,
1128,0,0,,,,,
1129,0,0,,,,,
1130,0,0,,,,,
1131,0,0,,,,,
1132,0,0,,,,,
1133,0,0,,,,,
1134,0,0,,,,,
1135,0,0,,,,,
1136,0,0,,,,,
1137,0,0,,,,,
1138,0,0,,,,,
1139,0,0,,,,,
1140,0,0,,,,,
1141,0,0,,,,,
1142,0,0,,,,,
1143,0,0,,,,,
1144,0,0,,,,,
1145,75.7,25.8,,,,,
1146,74.3,27.6,,,,,
1147,74.5,27.7,,,,,
1148,74.4,27.8,,,,,
1149,74.3,27.8,,,,,
1150,73.9,27.8,,,,,
1151,73.8,27.8,,,,,
1152,73.7,27.8,,,,,
1153,73.5,27.8,,,,,
1154,73.4,27.9,,,,,
1155,73.2,27.9,,,,,
1156,73.1,27.9,,,,,
1157,72.9,27.9,,,,,
1158,72.7,28,,,,,
1159,72.5,28,,,,,
1160,72.5,28,,,,,
1161,72.4,27.9,,,,,
1162,72.4,27.9,,,,,
1163,72.2,28,,,,,
1164,72.2,27.9,,,,,
1165,72,28,,,,,
1166,72,27.9,,,,,
1167,71.7,28,,,,,
1168,71.7,27.9,,,,,
1169,71.7,27.9,,,,,
1170,71.6,27.8,,,,,
1171,71.5,27.9,,,,,
1172,71.5,27.9,,,,,
1173,71.4,27.8,,,,,
1174,71.4,27.8,,,,,
1175,71.4,27.8,,,,,
1176,71.4,27.8,,,,,
1177,71.4,27.8,,,,,
1178,71.3,27.8,,,,,
1179,71.4,27.8,,,,,
1180,71.5,27.7,,,,,
1181,71.4,27.8,,,,,
1182,71.5,27.7,,,,,
1183,71.5,27.7,,,,,
1184,71.5,27.7,,,,,
1185,71.5,27.7,,,,,
1186,71.5,27.7,,,,,
1187,71.5,27.7,,,,,
1188,71.5,27.7,,,,,
1189,71.5,27.7,,,,,
1190,71.5,27.7,,,,,
1191,71.5,27.7,,,,,
1192,71.4,27.7,,,,,
1193,71.4,27.6,,,,,
1194,71.3,27.7,,,,,
1195,71.4,27.7,,,,,
1196,71.5,27.6,,,,,
1197,71.5,27.6,,,,,
1198,71.5,27.6,,,,,
1199,71.5,27.6,,,,,
1200,71.4,27.6,,,,,
1201,71.4,27.6,,,,,
1202,71.5,27.5,,,,,
1203,71.5,27.6,,,,,
1204,71.5,27.5,,,,,
1205,71.5,27.5,,,,,
1206,71.5,27.5,,,,,
1207,71.5,27.5,,,,,
1208,71.6,27.5,,,,,
1209,71.6,27.5,,,,,
1210,71.6,27.5,,,,,
1211,71.6,27.5,,,,,
1212,71.6,27.5,,,,,
1213,71.6,27.5,,,,,
1214,71.7,27.5,,,,,
1215,71.7,27.5,,,,,
1216,71.7,27.5,,,,,
1217,71.8,27.5,,,,,
1218,71.8,27.5,,,,,
1219,71.8,27.5,,,,,
1220,71.9,27.5,,,,,
1221,71.9,27.5,,,,,
1222,71.9,27.5,,,,,
1223,72.1,27.5,,,,,
1224,72.1,27.5,,,,,
1225,72.1,27.5,,,,,
1226,72.1,27.5,,,,,
1227,71.9,27.5,,,,,
1228,71.9,27.5,,,,,
1229,72,27.4,,,,,
1230,72,27.4,,,,,
1231,72,27.4,,,,,
1232,72,27.4,,,,,
1233,72,27.4,,,,,
1234,72,27.4,,,,,
1235,71.9,27.4,,,,,
1236,71.9,27.4,,,,,
1237,72,27.4,,,,,
1238,72.2,27.4,,,,,
1239,72,27.4,,,,,
1240,72,27.4,,,,,
1241,72,27.4,,,,,
1242,72,27.3,,,,,
1243,72,27.3,,,,,
1244,72,27.3,,,,,
1245,72,27.3,,,,,
1246,72.1,27.4,,,,,
1247,72,27.3,,,,,
1248,72.2,27.3,,,,,
1249,72.2,27.3,,,,,
1250,72.2,27.3,,,,,
1251,72.2,27.3,,,,,
1252,72.2,27.3,,,,,
1253,72.2,27.3,,,,,
1254,72.2,27.3,,,,,
1255,72.2,27.3,,,,,
1256,72.2,27.3,,,,,
1257,72.2,27.3,,,,,
1258,72.3,27.2,,,,,
1259,72.3,27.2,,,,,
1260,72.3,27.2,,,,,
1261,72.3,27.2,,,,,
1262,72.4,27.2,,,,,
1263,72.4,27.2,,,,,
1264,72.4,27.2,,,,,
1265,72.3,27.2,,,,,
1266,72.3,27.2,,,,,
1267,72.4,27.1,,,,,
1268,72.3,27.2,,,,,
1269,72.4,27.1,,,,,
1270,72.3,27.1,,,,,
1271,72.4,27.1,,,,,
1272,72.4,27.1,,,,,
1273,72.4,27.1,,,,,
1274,72.4,27.1,,,,,
1275,72.4,27.1,,,,,
1276,72.5,27.1,,,,,
1277,72.4,27.1,,,,,
1278,72.4,27.1,,,,,
1279,72.4,27,,,,,
1280,72.5,27.1,,,,,
1281,72.7,27.1,,,,,
1282,72.7,27,,,,,
1283,0,0,,,,,
1284,0,0,,,,,
1285,14.6,1.3,,,,,
1286,14.6,1.5,,,,,
1287,10.1,1.7,,,,,
1288,5.7,1.9,,,,,
1289,27.4,2,,,,,
1290,23.8,2.2,,,,,
1291,22.9,2.3,,,,,
1292,22.1,2.4,,,,,
1293,21.3,2.5,,,,,
1294,20.7,1,,,,,
1295,20.1,1,,,,,
1296,19.9,1.1,,,,,
1297,19.4,1.1,,,,,
1298,18.9,1.2,,,,,
1299,18.8,1.3,,,,,
1300,0,0,,,,,
1301,0,0,,,,,
1302,0,0,,,,,
1303,0,0,,,,,
1304,0,0,,,,,
1305,0,0,,,,,
1306,0,0,,,,,
1307,0,0,,,,,
1308,0,0,,,,,
1309,0,0,,,,,
1310,0,0,,,,,
1311,0,0,,,,,
1312,0,0,,,,,
1313,0,0,,,,,
1314,0,0,,,,,
1315,0,0,,,,,
1316,0,0,,,,,
1317,0,0,,,,,
1318,70.9,26.1,,,,,
1319,77.3,27,,,,,
1320,76.5,27.1,,,,,
1321,76.2,27.2,,,,,
1322,75.8,27.2,,,,,
1323,75.6,27.1,,,,,
1324,75.4,27.2,,,,,
1325,75.1,27.1,,,,,
1326,75,27.1,,,,,
1327,74.8,27.2,,,,,
1328,74.6,27.2,,,,,
1329,74.4,27.2,,,,,
1330,74.2,27.2,,,,,
1331,74.1,27.2,,,,,
1332,73.9,27.3,,,,,
1333,73.7,27.4,,,,,
1334,73.5,27.4,,,,,
1335,73.4,27.4,,,,,
1336,73.2,27.5,,,,,
1337,73,27.6,,,,,
1338,72.9,27.7,,,,,
1339,72.6,27.8,,,,,
1340,72.5,27.9,,,,,
1341,72.2,28,,,,,
1342,72.1,28,,,,,
1343,71.9,28.1,,,,,
1344,71.7,28.2,,,,,
1345,71.4,28.3,,,,,
1346,71.2,28.4,,,,,
1347,71,28.5,,,,,
1348,70.8,28.5,,,,,
1349,70.6,28.6,,,,,
1350,70.5,28.7,,,,,
1351,70.1,28.8,,,,,
1352,69.9,28.8,,,,,
1353,69.7,28.8,,,,,
1354,69.5,28.8,,,,,
1355,69.3,28.9,,,,,
1356,69.1,28.9,,,,,
1357,68.8,29,,,,,
1358,68.7,29,,,,,
1359,68.5,29.2,,,,,
1360,68.3,29.3,,,,,
1361,68,29.3,,,,,
1362,67.5,29.4,,,,,
1363,67.2,29.4,,,,,
1364,67,29.4,,,,,
1365,66.8,29.4,,,,,
1366,66.4,29.5,,,,,
1367,66.3,29.4,,,,,
1368,65.9,29.4,,,,,
1369,65.8,29.4,,,,,
1370,65.6,29.4,,,,,
1371,65.5,29.4,,,,,
1372,65.3,29.4,,,,,
1373,65.3,29.4,,,,,
1374,65.2,29.4,,,,,
1375,65.1,29.4,,,,,
1376,65.1,29.4,,,,,
1377,65.1,29.4,,,,,
1378,64.9,29.4,,,,,
1379,64.7,29.5,,,,,
1380,64.6,29.5,,,,,
1381,64.5,29.5,,,,,
1382,64.4,29.5,,,,,
1383,64.3,29.5,,,,,
1384,64.2,29.5,,,,,
1385,64.2,29.4,,,,,
1386,64.2,29.4,,,,,
1387,64,29.5,,,,,
1388,64,29.5,,,,,
1389,64,29.5,,,,,
1390,64,29.6,,,,,
1391,64,29.6,,,,,
1392,63.9,29.6,,,,,
1393,63.8,29.6,,,,,
1394,63.7,29.7,,,,,
1395,63.7,29.7,,,,,
1396,63.7,29.7,,,,,
1397,63.6,29.7,,,,,
1398,63.5,29.8,,,,,
1399,63.4,29.8,,,,,
1400,63.3,29.8,,,,,
1401,63.2,29.8,,,,,
1402,63.1,29.8,,,,,
1403,63.1,29.8,,,,,
1404,63,29.9,,,,,
1405,63,29.9,,,,,
1406,62.9,29.9,,,,,
1407,62.9,29.9,,,,,
1408,62.8,30,,,,,
1409,62.7,30.1,,,,,
1410,62.6,30.2,,,,,
1411,62.4,30.3,,,,,
1412,62.3,30.3,,,,,
1413,62.2,30.4,,,,,
1414,62.1,30.3,,,,,
1415,61.9,30.3,,,,,
1416,61.8,30.3,,,,,
1417,61.6,30.3,,,,,
1418,61.8,30.2,,,,,
1419,61.7,30.2,,,,,
1420,61.6,30.3,,,,,
1421,61.6,30.3,,,,,
1422,61.5,30.4,,,,,
1423,61.5,30.3,,,,,
1424,61.4,30.4,,,,,
1425,61.3,30.4,,,,,
1426,61.2,30.4,,,,,
1427,61.2,30.4,,,,,
1428,61.1,30.3,,,,,
1429,61.1,30.3,,,,,
1430,61.1,30.3,,,,,
1431,61,30.3,,,,,
1432,61,30.3,,,,,
1433,61,30.3,,,,,
1434,60.9,30.3,,,,,
1435,60.9,30.3,,,,,
1436,61,30.2,,,,,
1437,61,30.2,,,,,
1438,61,30.1,,,,,
1439,61,30.1,,,,,
1440,61,30.1,,,,,
1441,60.9,30,,,,,
1442,60.9,30,,,,,
1443,61,30,,,,,
1444,61,30,,,,,
1445,60.9,30,,,,,
1446,60.9,30,,,,,
1447,61,29.9,,,,,
1448,61,29.8,,,,,
1449,61,29.8,,,,,
1450,61.1,29.7,,,,,
1451,61.6,29.6,,,,,
1452,61.7,29.6,,,,,
1453,73.1,25.6,,,,,
1454,73.3,26.2,,,,,
1455,72.9,26.3,,,,,
1456,72.7,26.2,,,,,
1457,72.4,26.3,,,,,
1458,72.3,26.3,,,,,
1459,72.2,26.2,,,,,
1460,72.1,26.3,,,,,
1461,72.1,26.3,,,,,
1462,72,26.3,,,,,
1463,71.9,26.3,,,,,
1464,71.8,26.3,,,,,
1465,71.7,26.3,,,,,
1466,71.7,26.3,,,,,
1467,71.5,26.4,,,,,
1468,71.5,26.4,,,,,
1469,71.4,26.4,,,,,
1470,71.4,26.4,,,,,
1471,71.3,26.4,,,,,
1472,71.2,26.4,,,,,
1473,71.2,26.4,,,,,
1474,71.1,26.4,,,,,
1475,71,26.4,,,,,
1476,71,26.4,,,,,
1477,70.9,26.4,,,,,
1478,70.8,26.4,,,,,
1479,70.8,26.4,,,,,
1480,70.7,26.4,,,,,
1481,70.7,26.4,,,,,
1482,70.7,26.4,,,,,
1483,70.7,26.4,,,,,
1484,70.6,26.4,,,,,
1485,70.5,26.4,,,,,
1486,71,26.4,,,,,
1487,70.9,26.4,,,,,
1488,70.4,26.5,,,,,
1489,70.4,26.5,,,,,
1490,70.3,26.5,,,,,
1491,70.2,26.6,,,,,
1492,70.1,26.5,,,,,
1493,70,26.5,,,,,
1494,69.9,26.5,,,,,
1495,69.8,26.6,,,,,
1496,69.8,26.6,,,,,
1497,69.7,26.6,,,,,
1498,69.7,26.6,,,,,
1499,69.7,26.5,,,,,
1500,69.6,26.6,,,,,
1501,69.5,26.6,,,,,
1502,69.5,26.6,,,,,
1503,69.4,26.6,,,,,
1504,69.4,26.6,,,,,
1505,69.4,26.6,,,,,
1506,69.4,26.6,,,,,
1507,69.4,26.6,,,,,
1508,69.4,26.6,,,,,
1509,69.3,26.6,,,,,
1510,69.2,26.6,,,,,
1511,69.2,26.7,,,,,
1512,69.2,26.6,,,,,
1513,69.2,26.7,,,,,
1514,69.1,26.6,,,,,
1515,69.1,26.7,,,,,
1516,69.1,26.6,,,,,
1517,69.1,26.6,,,,,
1518,69,26.7,,,,,
1519,68.9,26.7,,,,,
1520,68.9,26.7,,,,,
1521,69,26.7,,,,,
1522,68.9,26.7,,,,,
1523,68.9,26.7,,,,,
1524,68.9,26.7,,,,,
1525,68.9,26.7,,,,,
1526,68.8,26.7,,,,,
1527,68.7,26.7,,,,,
1528,68.7,26.7,,,,,
1529,68.7,26.7,,,,,
1530,68.6,26.7,,,,,
1531,68.6,26.7,,,,,
1532,68.6,26.7,,,,,
1533,68.5,26.7,,,,,
1534,68.5,26.7,,,,,
1535,68.5,26.7,,,,,
1536,68.4,26.7,,,,,
1537,68.4,26.7,,,,,
1538,68.4,26.7,,,,,
1539,68.4,26.7,,,,,
1540,68.4,26.7,,,,,
1541,68.4,26.7,,,,,
1542,68.4,26.7,,,,,
1543,68.4,26.7,,,,,
1544,68.3,26.7,,,,,
1545,68.3,26.7,,,,,
1546,68.3,26.7,,,,,
1547,68.3,26.7,,,,,
1548,68.3,26.7,,,,,
1549,68.3,26.7,,,,,
1550,68.2,26.7,,,,,
1551,68.2,26.7,,,,,
1552,68.2,26.7,,,,,
1553,68.2,26.7,,,,,
1554,68.2,26.7,,,,,
1555,68,26.8,,,,,
1556,70.4,26,,,,,
1557,70.3,26.1,,,,,
1558,69.8,26.3,,,,,
1559,69.6,26.3,,,,,
1560,69.5,26.4,,,,,
1561,69.3,26.4,,,,,
1562,68.8,26.4,,,,,
1563,68.4,26.6,,,,,
1564,68.2,26.6,,,,,
1565,68.2,26.6,,,,,
1566,68.1,26.6,,,,,
1567,68,26.7,,,,,
1568,67.9,26.7,,,,,
1569,67.9,26.6,,,,,
1570,67.7,26.7,,,,,
1571,67.7,26.7,,,,,
1572,67.7,26.7,,,,,
1573,67.6,26.7,,,,,
1574,67.6,26.7,,,,,
1575,67.6,26.7,,,,,
1576,67.5,26.7,,,,,
1577,67.5,26.7,,,,,
1578,67.5,26.7,,,,,
1579,67.4,26.7,,,,,
1580,67.4,26.7,,,,,
1581,67.3,26.7,,,,,
1582,67.3,26.7,,,,,
1583,67.3,26.7,,,,,
1584,67.2,26.7,,,,,
1585,67.1,26.8,,,,,
1586,67.1,26.8,,,,,
1587,67,26.8,,,,,
1588,67.1,26.8,,,,,
1589,67.1,26.8,,,,,
1590,67,26.8,,,,,
1591,67,26.8,,,,,
1592,66.9,26.8,,,,,
1593,66.9,26.8,,,,,
1594,66.8,26.8,,,,,
1595,66.8,26.8,,,,,
1596,66.8,26.9,,,,,
1597,66.8,26.8,,,,,
1598,66.7,26.8,,,,,
1599,66.7,26.8,,,,,
1600,66.7,26.8,,,,,
1601,66.7,26.8,,,,,
1602,66.7,26.9,,,,,
1603,66.7,26.8,,,,,
1604,66.6,26.8,,,,,
1605,66.6,26.8,,,,,
1606,66.6,26.8,,,,,
1607,66.5,26.9,,,,,
1608,66.5,26.9,,,,,
1609,66.5,26.8,,,,,
1610,66.5,26.8,,,,,
1611,66.5,26.8,,,,,
1612,66.5,26.8,,,,,
1613,66.5,26.8,,,,,
1614,66.5,26.8,,,,,
1615,66.5,26.8,,,,,
1616,66.5,26.8,,,,,
1617,66.5,26.8,,,,,
1618,66.5,26.8,,,,,
1619,66.5,26.8,,,,,
1620,66.5,26.8,,,,,
1621,66.4,26.8,,,,,
1622,66.4,26.8,,,,,
1623,66.5,26.8,,,,,
1624,66.5,26.8,,,,,
1625,66.5,26.8,,,,,
1626,66.5,26.8,,,,,
1627,66.5,26.8,,,,,
1628,66.4,26.8,,,,,
1629,66.4,26.8,,,,,
1630,66.4,26.8,,,,,
1631,66.4,26.8,,,,,
1632,66.3,26.8,,,,,
1633,66.3,26.8,,,,,
1634,66.3,26.8,,,,,
1635,66.3,26.8,,,,,
1636,66.3,26.8,,,,,
1637,66.3,26.8,,,,,
1638,66.3,26.8,,,,,
1639,66.3,26.8,,,,,
1640,66.3,26.8,,,,,
1641,66.3,26.8,,,,,
1642,66.3,26.8,,,,,
1643,66.3,26.8,,,,,
1644,66.3,26.8,,,,,
1645,66.3,26.8,,,,,
1646,66.3,26.8,,,,,
1647,66.3,26.8,,,,,
1648,66.3,26.8,,,,,
1649,66.3,26.9,,,,,
1650,66.3,26.8,,,,,
1651,66.3,26.8,,,,,
1652,66.3,26.8,,,,,
1653,66.3,26.8,,,,,
1654,66.3,26.9,,,,,
1655,66.3,26.9,,,,,
1656,66.2,26.8,,,,,
1657,66.2,26.8,,,,,
1658,66.2,26.8,,,,,
1659,66.2,26.9,,,,,
1660,66.2,26.9,,,,,
1661,66.1,26.9,,,,,
1662,66.1,26.9,,,,,
1663,66.1,26.9,,,,,
1664,66.1,26.9,,,,,
1665,66.1,26.9,,,,,
1666,66.2,26.9,,,,,
1667,66.1,26.9,,,,,
1668,66.1,26.9,,,,,
1669,66.1,26.9,,,,,
1670,66,27,,,,,
1671,65.9,27,,,,,
1672,66,26.9,,,,,
1673,65.9,27,,,,,
1674,65.8,27,,,,,
1675,65.9,26.9,,,,,
1676,65.8,27,,,,,
1677,65.8,27,,,,,
1678,65.8,27,,,,,
1679,65.7,27,,,,,
1680,65.8,27,,,,,
1681,65.7,27,,,,,
1682,65.7,27,,,,,
1683,65.8,27,,,,,
1684,65.7,27,,,,,
1685,65.7,27,,,,,
1686,65.7,27,,,,,
1687,65.6,27,,,,,
1688,65.6,27,,,,,
1689,65.6,27,,,,,
1690,65.6,27,,,,,
1691,65.7,27,,,,,
1692,65.6,27,,,,,
1693,65.7,27,,,,,
1694,65.7,27,,,,,
1695,65.6,27,,,,,
1696,65.6,27,,,,,
1697,65.6,27,,,,,
1698,65.5,27,,,,,
1699,65.6,27,,,,,
1700,65.6,27,,,,,
1701,65.6,27,,,,,
1702,65.6,27,,,,,
1703,65.5,27,,,,,
1704,65.5,27,,,,,
1705,65.4,27,,,,,
1706,65.4,27,,,,,
1707,65.3,27,,,,,
1708,65.3,27,,,,,
1709,65.3,27,,,,,
1710,65.3,27,,,,,
1711,65.5,27,,,,,
1712,65.4,27,,,,,
1713,65.4,27,,,,,
1714,65.3,27,,,,,
1715,65.4,26.9,,,,,
1716,65.3,27,,,,,
1717,65.3,27,,,,,
1718,65.4,26.9,,,,,
1719,65.3,26.9,,,,,
1720,65.3,26.9,,,,,
1721,65.4,26.9,,,,,
1722,65.4,26.9,,,,,
1723,65.4,26.9,,,,,
1724,65.4,26.8,,,,,
1725,65.5,26.8,,,,,
1726,65.5,26.8,,,,,
1727,65.5,26.8,,,,,
1728,65.5,26.8,,,,,
1729,65.5,26.9,,,,,
1730,65.6,26.8,,,,,
1731,65.8,26.9,,,,,
1732,65.8,26.9,,,,,
1733,65.8,26.8,,,,,
1734,65.8,26.8,,,,,
1735,65.8,26.8,,,,,
1736,65.8,26.9,,,,,
1737,65.7,26.8,,,,,
1738,65.7,26.8,,,,,
1739,65.7,26.8,,,,,
1740,65.7,26.9,,,,,
,,,,,,,
,,,,,,,
,,,,,,,  
